zipcode,market,Days_Count,Claim_Count,AvgClaimsPerDay,radius,area,adj_zip_30
30102,Atlanta GA,13,14,1.0769230769230769,6.0,29.29,"['30004' '30005' '30008' '30009' '30021' '30022' '30030' '30033' '30040'
 '30060' '30062' '30064' '30066' '30067' '30068' '30071' '30075' '30076'
 '30079' '30080' '30082' '30084' '30092' '30093' '30096' '30097' '30101'
 '30102' '30103' '30104' '30106' '30107' '30114' '30115' '30120' '30121'
 '30122' '30126' '30127' '30132' '30134' '30135' '30137' '30139' '30141'
 '30143' '30144' '30145' '30152' '30153' '30157' '30168' '30171' '30178'
 '30183' '30188' '30189' '30303' '30305' '30306' '30307' '30308' '30309'
 '30310' '30311' '30312' '30313' '30314' '30317' '30318' '30319' '30324'
 '30326' '30327' '30328' '30329' '30331' '30338' '30339' '30340' '30341'
 '30342' '30345' '30346' '30350' '30360' '30363']"
30103,Atlanta GA,6,7,1.1666666666666667,9.0,101.0,"['30101' '30102' '30103' '30104' '30114' '30120' '30121' '30124' '30132'
 '30137' '30139' '30143' '30144' '30145' '30147' '30153' '30161' '30165'
 '30171' '30173' '30175' '30178' '30183' '30189' '30701' '30705' '30720'
 '30721' '30728' '30734' '30735' '30740' '30753']"
30104,Atlanta GA,2,2,1.0,5.0,38.3,"['30064' '30101' '30102' '30103' '30104' '30110' '30113' '30120' '30121'
 '30124' '30125' '30127' '30132' '30134' '30137' '30141' '30144' '30145'
 '30147' '30152' '30153' '30157' '30161' '30165' '30171' '30173' '30176'
 '30178' '30179' '30180' '30182' '30189']"
30106,Atlanta GA,4,4,1.0,4.0,12.4,"['30004' '30005' '30008' '30009' '30021' '30022' '30030' '30032' '30033'
 '30034' '30035' '30038' '30047' '30060' '30062' '30064' '30066' '30067'
 '30068' '30071' '30072' '30075' '30076' '30079' '30080' '30082' '30083'
 '30084' '30087' '30088' '30092' '30093' '30096' '30101' '30102' '30106'
 '30114' '30115' '30116' '30120' '30121' '30122' '30126' '30127' '30132'
 '30134' '30135' '30137' '30141' '30144' '30152' '30153' '30157' '30168'
 '30178' '30179' '30180' '30185' '30187' '30188' '30189' '30213' '30214'
 '30236' '30238' '30260' '30265' '30268' '30269' '30273' '30274' '30288'
 '30290' '30291' '30294' '30296' '30297' '30303' '30305' '30306' '30307'
 '30308' '30309' '30310' '30311' '30312' '30313' '30314' '30315' '30316'
 '30317' '30318' '30319' '30324' '30326' '30327' '30328' '30329' '30331'
 '30337' '30338' '30339' '30340' '30341' '30342' '30344' '30345' '30346'
 '30349' '30350' '30354' '30360' '30363']"
30107,Atlanta GA,7,7,1.0,10.0,108.84,"['30004' '30005' '30009' '30022' '30024' '30028' '30040' '30041' '30062'
 '30066' '30067' '30068' '30071' '30075' '30076' '30092' '30096' '30097'
 '30101' '30102' '30107' '30114' '30115' '30120' '30121' '30137' '30139'
 '30143' '30144' '30152' '30171' '30175' '30183' '30188' '30189' '30328'
 '30338' '30346' '30350' '30360' '30504' '30506' '30518' '30533' '30534'
 '30540' '30542' '30566' '30734']"
30108,Atlanta GA,2,2,1.0,10.0,88.06,"['30108' '30110' '30113' '30116' '30117' '30176' '30179' '30180' '30182'
 '30185' '30187' '30263']"
30110,Atlanta GA,7,8,1.1428571428571428,7.0,69.58,"['30104' '30108' '30110' '30113' '30116' '30117' '30122' '30124' '30125'
 '30127' '30132' '30134' '30135' '30141' '30153' '30157' '30173' '30176'
 '30178' '30179' '30180' '30182' '30185' '30187' '30263' '30268']"
30113,Atlanta GA,2,2,1.0,11.0,103.35,"['30104' '30108' '30110' '30113' '30116' '30117' '30124' '30125' '30127'
 '30132' '30134' '30135' '30141' '30145' '30147' '30153' '30157' '30161'
 '30173' '30176' '30178' '30179' '30180' '30182' '30185' '30187']"
30114,Atlanta GA,11,18,1.6363636363636365,10.0,107.89,"['30004' '30005' '30008' '30009' '30022' '30024' '30028' '30040' '30041'
 '30060' '30062' '30064' '30066' '30067' '30068' '30071' '30075' '30076'
 '30080' '30082' '30092' '30093' '30096' '30097' '30101' '30102' '30103'
 '30106' '30107' '30114' '30115' '30120' '30121' '30126' '30127' '30132'
 '30137' '30139' '30141' '30143' '30144' '30145' '30152' '30157' '30171'
 '30175' '30178' '30183' '30188' '30189' '30305' '30319' '30324' '30326'
 '30327' '30328' '30329' '30338' '30339' '30340' '30341' '30342' '30345'
 '30346' '30350' '30360' '30518' '30534' '30734']"
30115,Atlanta GA,18,18,1.0,9.0,60.78,"['30004' '30005' '30008' '30009' '30021' '30022' '30024' '30028' '30033'
 '30040' '30041' '30043' '30044' '30047' '30060' '30062' '30064' '30066'
 '30067' '30068' '30071' '30075' '30076' '30079' '30080' '30082' '30084'
 '30092' '30093' '30096' '30097' '30101' '30102' '30106' '30107' '30114'
 '30115' '30120' '30121' '30126' '30127' '30132' '30137' '30139' '30141'
 '30143' '30144' '30152' '30168' '30171' '30175' '30183' '30188' '30189'
 '30305' '30306' '30307' '30308' '30309' '30318' '30319' '30324' '30326'
 '30327' '30328' '30329' '30338' '30339' '30340' '30341' '30342' '30345'
 '30346' '30350' '30360' '30363' '30518' '30519' '30534' '30542' '30734']"
30116,Atlanta GA,13,15,1.1538461538461537,11.0,102.24,"['30106' '30108' '30110' '30113' '30116' '30117' '30122' '30127' '30132'
 '30134' '30135' '30141' '30153' '30157' '30168' '30176' '30179' '30180'
 '30182' '30185' '30187' '30213' '30263' '30265' '30268' '30269' '30277'
 '30290' '30291']"
30117,Atlanta GA,11,15,1.3636363636363635,9.0,109.6,"['30108' '30110' '30113' '30116' '30117' '30122' '30132' '30134' '30135'
 '30141' '30153' '30157' '30176' '30179' '30180' '30182' '30185' '30187'
 '30213' '30263' '30265' '30268' '30277']"
30120,Atlanta GA,11,13,1.1818181818181819,9.0,92.07,"['30008' '30060' '30062' '30064' '30066' '30067' '30068' '30075' '30080'
 '30082' '30101' '30102' '30103' '30104' '30106' '30107' '30114' '30115'
 '30120' '30121' '30122' '30124' '30125' '30126' '30127' '30132' '30134'
 '30137' '30139' '30141' '30144' '30145' '30147' '30152' '30153' '30157'
 '30161' '30165' '30168' '30171' '30173' '30178' '30183' '30188' '30189'
 '30339' '30701' '30734']"
30121,Atlanta GA,9,9,1.0,10.0,56.49,"['30004' '30008' '30009' '30060' '30062' '30064' '30066' '30067' '30068'
 '30075' '30076' '30080' '30082' '30101' '30102' '30103' '30104' '30106'
 '30107' '30114' '30115' '30120' '30121' '30126' '30127' '30132' '30134'
 '30137' '30139' '30141' '30143' '30144' '30145' '30147' '30152' '30153'
 '30157' '30161' '30165' '30168' '30171' '30173' '30175' '30178' '30183'
 '30188' '30189' '30328' '30339' '30701' '30734' '30735']"
30122,Atlanta GA,10,11,1.1,5.0,24.07,"['30008' '30009' '30021' '30022' '30030' '30032' '30033' '30034' '30035'
 '30038' '30060' '30062' '30064' '30066' '30067' '30068' '30071' '30072'
 '30075' '30076' '30079' '30080' '30082' '30083' '30084' '30087' '30088'
 '30092' '30093' '30101' '30102' '30106' '30110' '30116' '30117' '30120'
 '30122' '30126' '30127' '30132' '30134' '30135' '30137' '30141' '30144'
 '30152' '30153' '30157' '30168' '30178' '30179' '30180' '30185' '30187'
 '30188' '30189' '30213' '30214' '30215' '30236' '30238' '30260' '30263'
 '30265' '30268' '30269' '30273' '30274' '30277' '30281' '30288' '30290'
 '30291' '30294' '30296' '30297' '30303' '30305' '30306' '30307' '30308'
 '30309' '30310' '30311' '30312' '30313' '30314' '30315' '30316' '30317'
 '30318' '30319' '30324' '30326' '30327' '30328' '30329' '30331' '30337'
 '30338' '30339' '30340' '30341' '30342' '30344' '30345' '30346' '30349'
 '30350' '30354' '30360' '30363']"
30124,Atlanta GA,1,1,1.0,7.0,60.29,"['30103' '30104' '30110' '30113' '30120' '30124' '30125' '30145' '30147'
 '30153' '30161' '30165' '30173' '30176' '30178']"
30125,Atlanta GA,6,6,1.0,10.0,183.2,"['30104' '30110' '30113' '30120' '30124' '30125' '30132' '30137' '30141'
 '30145' '30147' '30153' '30157' '30161' '30165' '30173' '30176' '30178'
 '30179' '30180' '30182']"
30126,Atlanta GA,8,9,1.125,5.0,20.71,"['30004' '30005' '30008' '30009' '30021' '30022' '30030' '30032' '30033'
 '30034' '30035' '30038' '30044' '30047' '30058' '30060' '30062' '30064'
 '30066' '30067' '30068' '30071' '30072' '30075' '30076' '30079' '30080'
 '30082' '30083' '30084' '30087' '30088' '30092' '30093' '30096' '30097'
 '30101' '30102' '30106' '30114' '30115' '30120' '30121' '30122' '30126'
 '30127' '30132' '30134' '30135' '30137' '30141' '30144' '30152' '30157'
 '30168' '30179' '30180' '30185' '30187' '30188' '30189' '30213' '30214'
 '30215' '30236' '30238' '30260' '30268' '30269' '30273' '30274' '30281'
 '30288' '30290' '30291' '30294' '30296' '30297' '30303' '30305' '30306'
 '30307' '30308' '30309' '30310' '30311' '30312' '30313' '30314' '30315'
 '30316' '30317' '30318' '30319' '30324' '30326' '30327' '30328' '30329'
 '30331' '30337' '30338' '30339' '30340' '30341' '30342' '30344' '30345'
 '30346' '30349' '30350' '30354' '30360' '30363']"
30127,Atlanta GA,25,38,1.52,8.0,50.76,"['30004' '30008' '30009' '30021' '30022' '30030' '30032' '30033' '30034'
 '30035' '30060' '30062' '30064' '30066' '30067' '30068' '30071' '30072'
 '30075' '30076' '30079' '30080' '30082' '30083' '30084' '30092' '30093'
 '30101' '30102' '30104' '30106' '30110' '30113' '30114' '30115' '30116'
 '30120' '30121' '30122' '30126' '30127' '30132' '30134' '30135' '30137'
 '30141' '30144' '30152' '30153' '30157' '30168' '30178' '30179' '30180'
 '30185' '30187' '30188' '30189' '30213' '30214' '30260' '30268' '30274'
 '30288' '30290' '30291' '30294' '30296' '30297' '30303' '30305' '30306'
 '30307' '30308' '30309' '30310' '30311' '30312' '30313' '30314' '30315'
 '30316' '30317' '30318' '30319' '30324' '30326' '30327' '30328' '30329'
 '30331' '30337' '30338' '30339' '30340' '30341' '30342' '30344' '30345'
 '30346' '30349' '30350' '30354' '30360' '30363']"
30132,Atlanta GA,13,14,1.0769230769230769,8.0,109.94,"['30008' '30060' '30062' '30064' '30066' '30067' '30068' '30075' '30080'
 '30082' '30101' '30102' '30103' '30104' '30106' '30110' '30113' '30114'
 '30115' '30116' '30117' '30120' '30121' '30122' '30125' '30126' '30127'
 '30132' '30134' '30135' '30137' '30141' '30144' '30145' '30147' '30152'
 '30153' '30157' '30161' '30168' '30171' '30173' '30176' '30178' '30179'
 '30180' '30182' '30185' '30187' '30188' '30189' '30213' '30303' '30305'
 '30308' '30309' '30310' '30311' '30313' '30314' '30318' '30319' '30324'
 '30326' '30327' '30328' '30331' '30339' '30342' '30344' '30346' '30350'
 '30363']"
30134,Atlanta GA,10,10,1.0,7.0,49.59,"['30008' '30021' '30030' '30032' '30033' '30034' '30060' '30062' '30064'
 '30066' '30067' '30068' '30075' '30079' '30080' '30082' '30101' '30102'
 '30104' '30106' '30110' '30113' '30116' '30117' '30120' '30121' '30122'
 '30126' '30127' '30132' '30134' '30135' '30137' '30141' '30144' '30152'
 '30153' '30157' '30168' '30178' '30179' '30180' '30182' '30185' '30187'
 '30188' '30189' '30213' '30214' '30236' '30238' '30260' '30263' '30265'
 '30268' '30269' '30274' '30277' '30288' '30290' '30291' '30294' '30296'
 '30297' '30303' '30305' '30306' '30307' '30308' '30309' '30310' '30311'
 '30312' '30313' '30314' '30315' '30316' '30317' '30318' '30319' '30324'
 '30326' '30327' '30328' '30329' '30331' '30337' '30338' '30339' '30340'
 '30341' '30342' '30344' '30345' '30346' '30349' '30350' '30354' '30360'
 '30363']"
30135,Atlanta GA,11,18,1.6363636363636365,9.0,83.75,"['30008' '30021' '30030' '30032' '30033' '30034' '30060' '30062' '30064'
 '30066' '30067' '30068' '30079' '30080' '30082' '30101' '30102' '30106'
 '30110' '30113' '30116' '30117' '30122' '30126' '30127' '30132' '30134'
 '30135' '30137' '30141' '30144' '30152' '30153' '30157' '30168' '30179'
 '30180' '30182' '30185' '30187' '30213' '30214' '30215' '30236' '30238'
 '30260' '30263' '30265' '30268' '30269' '30273' '30274' '30277' '30288'
 '30290' '30291' '30294' '30296' '30297' '30303' '30305' '30306' '30307'
 '30308' '30309' '30310' '30311' '30312' '30313' '30314' '30315' '30316'
 '30317' '30318' '30319' '30324' '30326' '30327' '30328' '30329' '30331'
 '30337' '30338' '30339' '30341' '30342' '30344' '30345' '30346' '30349'
 '30354' '30363']"
30137,Atlanta GA,1,3,3.0,2.0,3.96,"['30004' '30008' '30009' '30060' '30062' '30064' '30066' '30067' '30068'
 '30075' '30076' '30080' '30082' '30101' '30102' '30103' '30104' '30106'
 '30107' '30114' '30115' '30120' '30121' '30122' '30125' '30126' '30127'
 '30132' '30134' '30135' '30137' '30139' '30141' '30143' '30144' '30145'
 '30147' '30152' '30153' '30157' '30161' '30165' '30168' '30171' '30173'
 '30178' '30179' '30180' '30183' '30188' '30189' '30305' '30318' '30319'
 '30326' '30327' '30328' '30338' '30339' '30342' '30346' '30350' '30701'
 '30734']"
30139,Atlanta GA,2,2,1.0,10.0,71.73,"['30101' '30102' '30103' '30107' '30114' '30115' '30120' '30121' '30137'
 '30139' '30143' '30144' '30145' '30161' '30171' '30175' '30178' '30183'
 '30188' '30189' '30540' '30701' '30705' '30720' '30721' '30734' '30735']"
30141,Atlanta GA,6,6,1.0,5.0,29.47,"['30008' '30030' '30033' '30060' '30062' '30064' '30066' '30067' '30068'
 '30075' '30076' '30079' '30080' '30082' '30101' '30102' '30104' '30106'
 '30110' '30113' '30114' '30115' '30116' '30117' '30120' '30121' '30122'
 '30125' '30126' '30127' '30132' '30134' '30135' '30137' '30141' '30144'
 '30145' '30152' '30153' '30157' '30168' '30173' '30178' '30179' '30180'
 '30185' '30187' '30188' '30189' '30213' '30268' '30288' '30290' '30291'
 '30296' '30297' '30303' '30305' '30306' '30307' '30308' '30309' '30310'
 '30311' '30312' '30313' '30314' '30315' '30316' '30317' '30318' '30319'
 '30324' '30326' '30327' '30328' '30329' '30331' '30337' '30338' '30339'
 '30340' '30341' '30342' '30344' '30345' '30346' '30349' '30350' '30354'
 '30360' '30363']"
30143,Atlanta GA,9,9,1.0,12.0,139.26,"['30004' '30005' '30009' '30028' '30040' '30041' '30075' '30076' '30102'
 '30103' '30107' '30114' '30115' '30121' '30137' '30139' '30143' '30171'
 '30175' '30183' '30188' '30189' '30513' '30533' '30534' '30540' '30701'
 '30705' '30734']"
30144,Atlanta GA,15,23,1.5333333333333334,5.0,22.57,"['30004' '30005' '30008' '30009' '30021' '30022' '30024' '30030' '30032'
 '30033' '30040' '30047' '30060' '30062' '30064' '30066' '30067' '30068'
 '30071' '30072' '30075' '30076' '30079' '30080' '30082' '30083' '30084'
 '30092' '30093' '30096' '30097' '30101' '30102' '30103' '30104' '30106'
 '30107' '30114' '30115' '30120' '30121' '30122' '30126' '30127' '30132'
 '30134' '30135' '30137' '30139' '30141' '30144' '30145' '30152' '30153'
 '30157' '30168' '30171' '30178' '30180' '30183' '30187' '30188' '30189'
 '30303' '30305' '30306' '30307' '30308' '30309' '30310' '30311' '30312'
 '30313' '30314' '30315' '30316' '30317' '30318' '30319' '30324' '30326'
 '30327' '30328' '30329' '30331' '30337' '30338' '30339' '30340' '30341'
 '30342' '30344' '30345' '30346' '30349' '30350' '30354' '30360' '30363']"
30145,Atlanta GA,2,2,1.0,9.0,79.54,"['30064' '30101' '30102' '30103' '30104' '30113' '30114' '30120' '30121'
 '30124' '30125' '30132' '30137' '30139' '30141' '30144' '30145' '30147'
 '30152' '30153' '30157' '30161' '30165' '30171' '30173' '30178' '30183'
 '30188' '30189' '30701' '30734' '30735' '30753']"
30147,Atlanta GA,4,4,1.0,5.0,18.17,"['30101' '30103' '30104' '30113' '30120' '30121' '30124' '30125' '30132'
 '30137' '30145' '30147' '30153' '30157' '30161' '30165' '30171' '30173'
 '30178' '30179' '30701' '30753']"
30152,Atlanta GA,15,15,1.0,5.0,21.05,"['30004' '30005' '30008' '30009' '30021' '30022' '30030' '30032' '30033'
 '30060' '30062' '30064' '30066' '30067' '30068' '30071' '30072' '30075'
 '30076' '30079' '30080' '30082' '30083' '30084' '30092' '30093' '30096'
 '30097' '30101' '30102' '30104' '30106' '30107' '30114' '30115' '30120'
 '30121' '30122' '30126' '30127' '30132' '30134' '30135' '30137' '30141'
 '30144' '30145' '30152' '30153' '30157' '30168' '30171' '30178' '30179'
 '30180' '30183' '30187' '30188' '30189' '30291' '30303' '30305' '30306'
 '30307' '30308' '30309' '30310' '30311' '30312' '30313' '30314' '30315'
 '30316' '30317' '30318' '30319' '30324' '30326' '30327' '30328' '30329'
 '30331' '30337' '30338' '30339' '30340' '30341' '30342' '30344' '30345'
 '30346' '30349' '30350' '30354' '30360' '30363']"
30153,Atlanta GA,10,11,1.1,9.0,119.14,"['30008' '30060' '30064' '30101' '30102' '30103' '30104' '30106' '30110'
 '30113' '30116' '30117' '30120' '30121' '30122' '30124' '30125' '30127'
 '30132' '30134' '30135' '30137' '30141' '30144' '30145' '30147' '30152'
 '30153' '30157' '30161' '30165' '30168' '30173' '30176' '30178' '30179'
 '30180' '30182' '30187' '30189']"
30157,Atlanta GA,8,9,1.125,10.0,84.94,"['30008' '30060' '30062' '30064' '30066' '30067' '30068' '30075' '30080'
 '30082' '30101' '30102' '30104' '30106' '30110' '30113' '30114' '30116'
 '30117' '30120' '30121' '30122' '30125' '30126' '30127' '30132' '30134'
 '30135' '30137' '30141' '30144' '30145' '30147' '30152' '30153' '30157'
 '30168' '30173' '30176' '30178' '30179' '30180' '30182' '30185' '30187'
 '30188' '30189' '30213' '30268' '30291' '30303' '30305' '30306' '30307'
 '30308' '30309' '30310' '30311' '30312' '30313' '30314' '30315' '30318'
 '30319' '30324' '30326' '30327' '30328' '30329' '30331' '30337' '30338'
 '30339' '30342' '30344' '30346' '30349' '30350' '30354' '30363']"
30161,Atlanta GA,11,13,1.1818181818181819,15.0,141.8,"['30103' '30104' '30113' '30120' '30121' '30124' '30125' '30132' '30137'
 '30139' '30145' '30147' '30153' '30161' '30165' '30171' '30173' '30178'
 '30701' '30735' '30753']"
30165,Atlanta GA,12,13,1.0833333333333333,13.0,166.16,"['30103' '30104' '30120' '30121' '30124' '30125' '30137' '30145' '30147'
 '30153' '30161' '30165' '30171' '30173' '30178' '30701' '30728' '30735'
 '30753']"
30168,Atlanta GA,4,5,1.25,4.0,12.5,"['30004' '30005' '30008' '30009' '30021' '30022' '30030' '30032' '30033'
 '30034' '30035' '30038' '30047' '30058' '30060' '30062' '30064' '30066'
 '30067' '30068' '30071' '30072' '30075' '30076' '30079' '30080' '30082'
 '30083' '30084' '30087' '30088' '30092' '30093' '30096' '30101' '30102'
 '30106' '30115' '30116' '30120' '30121' '30122' '30126' '30127' '30132'
 '30134' '30135' '30137' '30141' '30144' '30152' '30153' '30157' '30168'
 '30179' '30180' '30185' '30187' '30188' '30189' '30213' '30214' '30215'
 '30236' '30238' '30260' '30265' '30268' '30269' '30273' '30274' '30277'
 '30281' '30288' '30290' '30291' '30294' '30296' '30297' '30303' '30305'
 '30306' '30307' '30308' '30309' '30310' '30311' '30312' '30313' '30314'
 '30315' '30316' '30317' '30318' '30319' '30324' '30326' '30327' '30328'
 '30329' '30331' '30337' '30338' '30339' '30340' '30341' '30342' '30344'
 '30345' '30346' '30349' '30350' '30354' '30360' '30363']"
30171,Atlanta GA,3,4,1.3333333333333333,7.0,52.82,"['30004' '30062' '30064' '30066' '30075' '30101' '30102' '30103' '30104'
 '30107' '30114' '30115' '30120' '30121' '30132' '30137' '30139' '30143'
 '30144' '30145' '30147' '30152' '30161' '30165' '30171' '30173' '30175'
 '30178' '30183' '30188' '30189' '30540' '30701' '30705' '30734' '30735']"
30173,Atlanta GA,5,5,1.0,5.0,33.75,"['30101' '30103' '30104' '30110' '30113' '30120' '30121' '30124' '30125'
 '30132' '30137' '30141' '30145' '30147' '30153' '30157' '30161' '30165'
 '30171' '30173' '30176' '30178' '30179' '30701' '30753']"
30175,Atlanta GA,3,3,1.0,11.0,88.13,"['30040' '30103' '30107' '30114' '30115' '30121' '30139' '30143' '30171'
 '30175' '30183' '30188' '30189' '30513' '30533' '30534' '30540' '30560'
 '30701' '30705' '30721' '30734' '30735']"
30176,Atlanta GA,6,6,1.0,10.0,83.76,"['30104' '30108' '30110' '30113' '30116' '30117' '30124' '30125' '30132'
 '30153' '30157' '30173' '30176' '30179' '30180' '30182' '30185' '30187']"
30178,Atlanta GA,1,2,2.0,7.0,53.99,"['30008' '30060' '30062' '30064' '30066' '30101' '30102' '30103' '30104'
 '30106' '30110' '30113' '30114' '30120' '30121' '30122' '30124' '30125'
 '30127' '30132' '30134' '30137' '30139' '30141' '30144' '30145' '30147'
 '30152' '30153' '30157' '30161' '30165' '30171' '30173' '30178' '30179'
 '30180' '30183' '30188' '30189' '30701']"
30179,Atlanta GA,6,6,1.0,9.0,74.79,"['30008' '30060' '30064' '30082' '30101' '30104' '30106' '30108' '30110'
 '30113' '30116' '30117' '30122' '30125' '30126' '30127' '30132' '30134'
 '30135' '30137' '30141' '30147' '30152' '30153' '30157' '30168' '30173'
 '30176' '30178' '30179' '30180' '30182' '30185' '30187' '30213' '30263'
 '30268' '30331']"
30180,Atlanta GA,10,12,1.2,9.0,74.89,"['30008' '30060' '30064' '30067' '30080' '30082' '30101' '30104' '30106'
 '30108' '30110' '30113' '30116' '30117' '30122' '30125' '30126' '30127'
 '30132' '30134' '30135' '30137' '30141' '30144' '30152' '30153' '30157'
 '30168' '30176' '30178' '30179' '30180' '30182' '30185' '30187' '30213'
 '30263' '30265' '30268' '30269' '30277' '30290' '30291' '30296' '30310'
 '30311' '30314' '30318' '30331' '30337' '30339' '30344' '30349']"
30182,Atlanta GA,2,2,1.0,7.0,35.61,"['30104' '30108' '30110' '30113' '30116' '30117' '30125' '30132' '30134'
 '30135' '30153' '30157' '30176' '30179' '30180' '30182' '30185' '30187']"
30183,Atlanta GA,4,5,1.25,6.0,61.31,"['30004' '30005' '30008' '30009' '30022' '30028' '30040' '30041' '30060'
 '30062' '30064' '30066' '30067' '30068' '30075' '30076' '30101' '30102'
 '30103' '30107' '30114' '30115' '30120' '30121' '30137' '30139' '30143'
 '30144' '30145' '30152' '30171' '30175' '30178' '30183' '30188' '30189'
 '30328' '30350' '30534' '30540' '30701' '30734' '30735']"
30185,Atlanta GA,3,3,1.0,7.0,63.27,"['30106' '30108' '30110' '30113' '30116' '30117' '30122' '30126' '30127'
 '30132' '30134' '30135' '30141' '30157' '30168' '30176' '30179' '30180'
 '30182' '30185' '30187' '30213' '30214' '30215' '30263' '30265' '30268'
 '30269' '30274' '30276' '30277' '30290' '30291' '30296' '30311' '30331'
 '30337' '30344' '30349']"
30187,Atlanta GA,3,3,1.0,7.0,34.41,"['30008' '30060' '30064' '30067' '30080' '30082' '30101' '30106' '30108'
 '30110' '30113' '30116' '30117' '30122' '30126' '30127' '30132' '30134'
 '30135' '30141' '30144' '30152' '30153' '30157' '30168' '30176' '30179'
 '30180' '30182' '30185' '30187' '30213' '30214' '30215' '30238' '30260'
 '30263' '30265' '30268' '30269' '30274' '30277' '30288' '30290' '30291'
 '30296' '30297' '30303' '30305' '30306' '30307' '30308' '30309' '30310'
 '30311' '30312' '30313' '30314' '30315' '30316' '30318' '30324' '30327'
 '30331' '30337' '30339' '30344' '30349' '30354' '30363']"
30188,Atlanta GA,15,16,1.0666666666666667,6.0,43.97,"['30004' '30005' '30008' '30009' '30021' '30022' '30024' '30028' '30030'
 '30032' '30033' '30040' '30041' '30043' '30044' '30047' '30060' '30062'
 '30064' '30066' '30067' '30068' '30071' '30072' '30075' '30076' '30079'
 '30080' '30082' '30083' '30084' '30087' '30088' '30092' '30093' '30096'
 '30097' '30101' '30102' '30106' '30107' '30114' '30115' '30120' '30121'
 '30122' '30126' '30127' '30132' '30134' '30137' '30139' '30141' '30143'
 '30144' '30145' '30152' '30157' '30168' '30171' '30175' '30178' '30183'
 '30188' '30189' '30303' '30305' '30306' '30307' '30308' '30309' '30310'
 '30311' '30312' '30313' '30314' '30315' '30316' '30317' '30318' '30319'
 '30324' '30326' '30327' '30328' '30329' '30331' '30338' '30339' '30340'
 '30341' '30342' '30344' '30345' '30346' '30350' '30360' '30363' '30518']"
30189,Atlanta GA,21,26,1.2380952380952381,4.0,19.45,"['30004' '30005' '30008' '30009' '30021' '30022' '30024' '30028' '30030'
 '30033' '30040' '30041' '30060' '30062' '30064' '30066' '30067' '30068'
 '30071' '30075' '30076' '30079' '30080' '30082' '30084' '30092' '30093'
 '30096' '30097' '30101' '30102' '30103' '30104' '30106' '30107' '30114'
 '30115' '30120' '30121' '30122' '30126' '30127' '30132' '30134' '30137'
 '30139' '30141' '30143' '30144' '30145' '30152' '30153' '30157' '30168'
 '30171' '30175' '30178' '30183' '30188' '30189' '30303' '30305' '30306'
 '30307' '30308' '30309' '30310' '30311' '30312' '30313' '30314' '30316'
 '30317' '30318' '30319' '30324' '30326' '30327' '30328' '30329' '30331'
 '30338' '30339' '30340' '30341' '30342' '30345' '30346' '30350' '30360'
 '30363' '30734']"
30204,Atlanta GA,6,6,1.0,10.0,124.89,"['30204' '30205' '30216' '30223' '30224' '30228' '30233' '30234' '30248'
 '30252' '30253' '30257' '30276' '30292' '30295' '31029' '31046' '31052'
 '31210' '31220']"
30205,Atlanta GA,2,2,1.0,7.0,36.35,"['30204' '30205' '30213' '30214' '30215' '30223' '30224' '30228' '30233'
 '30234' '30236' '30238' '30248' '30252' '30253' '30257' '30260' '30263'
 '30265' '30268' '30269' '30273' '30274' '30276' '30277' '30281' '30288'
 '30290' '30291' '30292' '30294' '30295' '30296' '30297' '30337' '30344'
 '30349' '30354']"
30213,Atlanta GA,12,14,1.1666666666666667,10.0,64.12,"['30008' '30021' '30030' '30032' '30033' '30034' '30035' '30038' '30060'
 '30064' '30067' '30068' '30072' '30079' '30080' '30082' '30083' '30084'
 '30088' '30106' '30116' '30117' '30122' '30126' '30127' '30132' '30134'
 '30135' '30141' '30157' '30168' '30179' '30180' '30185' '30187' '30205'
 '30213' '30214' '30215' '30223' '30228' '30236' '30238' '30253' '30260'
 '30263' '30265' '30268' '30269' '30273' '30274' '30276' '30277' '30281'
 '30288' '30290' '30291' '30294' '30296' '30297' '30303' '30305' '30306'
 '30307' '30308' '30309' '30310' '30311' '30312' '30313' '30314' '30315'
 '30316' '30317' '30318' '30319' '30324' '30326' '30327' '30328' '30329'
 '30331' '30337' '30339' '30341' '30342' '30344' '30345' '30346' '30349'
 '30354' '30363']"
30214,Atlanta GA,7,7,1.0,7.0,52.72,"['30021' '30030' '30032' '30033' '30034' '30035' '30038' '30058' '30072'
 '30079' '30080' '30082' '30083' '30084' '30088' '30094' '30106' '30122'
 '30126' '30127' '30134' '30135' '30168' '30185' '30187' '30205' '30213'
 '30214' '30215' '30223' '30224' '30228' '30234' '30236' '30238' '30248'
 '30252' '30253' '30257' '30260' '30263' '30265' '30268' '30269' '30273'
 '30274' '30276' '30277' '30281' '30288' '30290' '30291' '30292' '30294'
 '30295' '30296' '30297' '30303' '30305' '30306' '30307' '30308' '30309'
 '30310' '30311' '30312' '30313' '30314' '30315' '30316' '30317' '30318'
 '30319' '30324' '30326' '30327' '30329' '30331' '30337' '30339' '30342'
 '30344' '30345' '30349' '30354' '30363']"
