zipcode,market,Days_Count,Claim_Count,AvgClaimsPerDay,radius,area,adj_zip_30
30721,Atlanta GA,12,14,1.1666666666666667,15.0,124.24,"['30103' '30139' '30175' '30540' '30701' '30705' '30707' '30720' '30721'
 '30728' '30734' '30735' '30739' '30740' '30753' '30755']"
30728,Atlanta GA,5,6,1.2,13.0,173.56,"['30103' '30165' '30701' '30705' '30707' '30720' '30721' '30728' '30735'
 '30739' '30740' '30753' '30755' '35958']"
30734,Atlanta GA,2,2,1.0,7.0,76.43,"['30103' '30107' '30114' '30115' '30120' '30121' '30137' '30139' '30143'
 '30145' '30171' '30175' '30183' '30189' '30540' '30701' '30705' '30720'
 '30721' '30734' '30735' '30740' '30755']"
30735,Atlanta GA,2,2,1.0,8.0,62.26,"['30103' '30121' '30139' '30145' '30161' '30165' '30171' '30175' '30183'
 '30540' '30701' '30705' '30707' '30720' '30721' '30728' '30734' '30735'
 '30739' '30740' '30753' '30755']"
30739,Atlanta GA,4,4,1.0,5.0,25.08,"['30701' '30705' '30707' '30720' '30721' '30728' '30735' '30739' '30740'
 '30753' '30755' '35958' '37347']"
30740,Atlanta GA,1,1,1.0,6.0,50.85,"['30103' '30701' '30705' '30707' '30720' '30721' '30728' '30734' '30735'
 '30739' '30740' '30753' '30755']"
30753,Atlanta GA,1,1,1.0,6.0,40.96,"['30103' '30145' '30147' '30161' '30165' '30173' '30701' '30707' '30720'
 '30721' '30728' '30735' '30739' '30740' '30753' '30755']"
30755,Atlanta GA,4,6,1.5,6.0,35.57,"['30701' '30705' '30707' '30720' '30721' '30728' '30734' '30735' '30739'
 '30740' '30753' '30755']"
30828,Atlanta GA,2,2,1.0,11.0,135.67,['30631' '30828' '31087']
31024,Atlanta GA,15,17,1.1333333333333333,14.0,335.81,"['30055' '30056' '30625' '30642' '30650' '30663' '30669' '31024' '31031'
 '31032' '31033' '31061' '31064' '31087']"
31029,Atlanta GA,8,8,1.0,15.0,257.25,"['30204' '30216' '30223' '30224' '30233' '30234' '30248' '30257' '30292'
 '30295' '31029' '31032' '31033' '31046' '31052' '31064' '31201' '31204'
 '31206' '31210' '31211' '31216' '31217' '31220']"
31031,Atlanta GA,4,4,1.0,10.0,133.23,"['31024' '31031' '31032' '31033' '31044' '31046' '31052' '31061' '31201'
 '31204' '31206' '31210' '31211' '31216' '31217' '31220']"
31032,Atlanta GA,7,10,1.4285714285714286,11.0,151.67,"['30216' '31024' '31029' '31031' '31032' '31033' '31044' '31046' '31052'
 '31061' '31064' '31201' '31204' '31206' '31210' '31211' '31216' '31217'
 '31220']"
31033,Atlanta GA,1,1,1.0,11.0,74.23,"['30216' '31024' '31029' '31031' '31032' '31033' '31044' '31046' '31052'
 '31061' '31064' '31087' '31201' '31204' '31206' '31210' '31211' '31216'
 '31217' '31220']"
31044,Atlanta GA,4,4,1.0,12.0,173.02,"['31031' '31032' '31033' '31044' '31052' '31201' '31204' '31206' '31210'
 '31211' '31216' '31217' '31220']"
31046,Atlanta GA,1,1,1.0,9.0,74.81,"['30204' '30216' '30224' '30233' '30234' '30248' '30257' '31029' '31031'
 '31032' '31033' '31046' '31052' '31064' '31201' '31204' '31206' '31210'
 '31211' '31216' '31217' '31220']"
31052,Atlanta GA,5,5,1.0,7.0,70.31,"['30204' '31029' '31031' '31032' '31033' '31044' '31046' '31052' '31201'
 '31204' '31206' '31210' '31211' '31216' '31217' '31220']"
31061,Atlanta GA,20,23,1.15,14.0,236.5,['31024' '31031' '31032' '31033' '31061' '31087' '31201' '31211' '31217']
31064,Atlanta GA,6,6,1.0,13.0,252.39,"['30013' '30014' '30016' '30025' '30054' '30055' '30056' '30094' '30216'
 '30233' '30234' '30248' '30252' '30253' '30625' '30650' '30663' '31024'
 '31029' '31032' '31033' '31046' '31064' '31210']"
31087,Atlanta GA,7,7,1.0,18.0,463.78,['30625' '30631' '30642' '30669' '30828' '31024' '31033' '31061' '31087']
31201,Atlanta GA,3,3,1.0,4.0,10.64,"['31029' '31031' '31032' '31033' '31044' '31046' '31052' '31061' '31201'
 '31204' '31206' '31210' '31211' '31216' '31217' '31220']"
31204,Atlanta GA,9,10,1.1111111111111112,4.0,14.63,"['31029' '31031' '31032' '31033' '31044' '31046' '31052' '31201' '31204'
 '31206' '31210' '31211' '31216' '31217' '31220']"
31206,Atlanta GA,6,6,1.0,5.0,27.92,"['31029' '31031' '31032' '31033' '31044' '31046' '31052' '31201' '31204'
 '31206' '31210' '31211' '31216' '31217' '31220']"
31210,Atlanta GA,11,13,1.1818181818181819,7.0,41.33,"['30204' '30216' '31029' '31031' '31032' '31033' '31044' '31046' '31052'
 '31064' '31201' '31204' '31206' '31210' '31211' '31216' '31217' '31220']"
31211,Atlanta GA,7,7,1.0,9.0,49.16,"['31029' '31031' '31032' '31033' '31044' '31046' '31052' '31061' '31201'
 '31204' '31206' '31210' '31211' '31216' '31217' '31220']"
31216,Atlanta GA,7,9,1.2857142857142858,7.0,55.11,"['31029' '31031' '31032' '31033' '31044' '31046' '31052' '31201' '31204'
 '31206' '31210' '31211' '31216' '31217' '31220']"
31217,Atlanta GA,2,2,1.0,12.0,98.7,"['31029' '31031' '31032' '31033' '31044' '31046' '31052' '31061' '31201'
 '31204' '31206' '31210' '31211' '31216' '31217' '31220']"
31220,Atlanta GA,8,8,1.0,6.0,47.49,"['30204' '30216' '31029' '31031' '31032' '31033' '31044' '31046' '31052'
 '31201' '31204' '31206' '31210' '31211' '31216' '31217' '31220']"
35620,Nashville TN,3,3,1.0,12.0,108.86,['35620' '35739' '35750' '35773' '37047' '37334' '38449' '38478']
35739,Nashville TN,3,3,1.0,7.0,27.12,"['35620' '35739' '35750' '35761' '35773' '37047' '37144' '37334' '37335'
 '38449' '38478']"
35750,Nashville TN,4,4,1.0,10.0,63.54,"['35620' '35739' '35750' '35761' '35773' '37047' '37144' '37334' '37335'
 '37345' '37352' '38449' '38478']"
35761,Nashville TN,4,4,1.0,10.0,116.55,"['35739' '35750' '35761' '35773' '37144' '37334' '37335' '37345' '37352'
 '37398' '38449']"
35772,Nashville TN,2,2,1.0,13.0,172.13,"['35772' '35958' '37324' '37330' '37345' '37347' '37356' '37374' '37375'
 '37380' '37398']"
35773,Nashville TN,2,2,1.0,9.0,72.71,"['35620' '35739' '35750' '35761' '35773' '37144' '37334' '37335' '37345'
 '38449' '38478']"
35958,Nashville TN,2,2,1.0,6.0,52.68,"['30707' '30728' '30739' '35772' '35958' '37324' '37347' '37356' '37374'
 '37375' '37380' '37397']"
37010,Nashville TN,4,4,1.0,8.0,77.33,"['37010' '37015' '37032' '37035' '37036' '37040' '37042' '37043' '37048'
 '37049' '37051' '37052' '37072' '37073' '37080' '37142' '37146' '37172'
 '37188' '37189' '37218' '42223' '42240' '42262']"
37012,Nashville TN,1,1,1.0,6.0,34.8,"['37012' '37026' '37030' '37031' '37059' '37074' '37085' '37087' '37090'
 '37110' '37122' '37127' '37128' '37129' '37130' '37166' '37167' '37184'
 '37190' '38501' '38544' '38562' '38582' '38587']"
37013,Nashville TN,31,34,1.096774193548387,5.0,40.19,"['37013' '37015' '37027' '37031' '37034' '37037' '37046' '37060' '37062'
 '37064' '37066' '37067' '37069' '37072' '37073' '37075' '37076' '37080'
 '37085' '37086' '37087' '37090' '37115' '37122' '37127' '37128' '37129'
 '37130' '37135' '37138' '37143' '37153' '37167' '37174' '37179' '37184'
 '37188' '37189' '37203' '37204' '37205' '37206' '37207' '37208' '37209'
 '37210' '37211' '37212' '37214' '37215' '37216' '37217' '37218' '37220'
 '37221']"
37015,Nashville TN,5,5,1.0,12.0,153.66,"['37010' '37013' '37015' '37025' '37027' '37029' '37032' '37035' '37036'
 '37040' '37042' '37043' '37049' '37051' '37052' '37055' '37062' '37064'
 '37069' '37072' '37073' '37075' '37076' '37080' '37115' '37138' '37142'
 '37143' '37146' '37172' '37187' '37188' '37189' '37203' '37204' '37205'
 '37206' '37207' '37208' '37209' '37210' '37211' '37212' '37214' '37215'
 '37216' '37217' '37218' '37220' '37221']"
37018,Nashville TN,1,1,1.0,6.0,46.24,"['37018' '37026' '37034' '37037' '37059' '37060' '37085' '37110' '37127'
 '37128' '37129' '37130' '37153' '37160' '37166' '37180' '37183' '37190'
 '37301' '37324' '37330' '37342' '37352' '37355' '37357' '37388']"
37022,Nashville TN,1,1,1.0,9.0,85.38,"['37022' '37030' '37031' '37048' '37049' '37066' '37072' '37073' '37074'
 '37075' '37076' '37083' '37087' '37090' '37115' '37122' '37138' '37148'
 '37150' '37184' '37186' '37188' '42134']"
37025,Nashville TN,3,3,1.0,10.0,60.39,"['37015' '37025' '37027' '37029' '37033' '37036' '37051' '37055' '37062'
 '37064' '37067' '37069' '37098' '37101' '37137' '37143' '37174' '37179'
 '37187' '37205' '37209' '37215' '37221' '38401' '38461' '38474' '38476']"
37026,Nashville TN,2,2,1.0,7.0,48.24,"['37012' '37018' '37026' '37037' '37059' '37085' '37110' '37127' '37128'
 '37129' '37130' '37153' '37160' '37166' '37167' '37180' '37183' '37184'
 '37190' '37301' '37330' '37342' '37355' '37357' '37388' '38581']"
37027,Nashville TN,17,21,1.2352941176470589,7.0,55.07,"['37013' '37015' '37025' '37027' '37029' '37034' '37046' '37060' '37062'
 '37064' '37067' '37069' '37072' '37073' '37075' '37076' '37080' '37085'
 '37086' '37090' '37115' '37122' '37127' '37128' '37129' '37130' '37135'
 '37138' '37143' '37146' '37153' '37167' '37174' '37179' '37180' '37187'
 '37189' '37203' '37204' '37205' '37206' '37207' '37208' '37209' '37210'
 '37211' '37212' '37214' '37215' '37216' '37217' '37218' '37220' '37221'
 '38476']"
37029,Nashville TN,2,2,1.0,6.0,49.06,"['37015' '37025' '37027' '37029' '37033' '37035' '37036' '37051' '37052'
 '37055' '37062' '37064' '37067' '37069' '37080' '37098' '37101' '37137'
 '37142' '37143' '37146' '37179' '37185' '37187' '37203' '37204' '37205'
 '37208' '37209' '37212' '37215' '37218' '37220' '37221' '38476']"
37030,Nashville TN,3,3,1.0,10.0,63.43,"['37012' '37022' '37030' '37031' '37059' '37066' '37074' '37083' '37085'
 '37087' '37090' '37150' '37166' '37184' '37186' '38501' '38506' '38544'
 '38562' '38582']"
37031,Nashville TN,3,3,1.0,6.0,40.12,"['37012' '37013' '37022' '37030' '37031' '37048' '37049' '37066' '37072'
 '37073' '37074' '37075' '37076' '37083' '37085' '37086' '37087' '37090'
 '37115' '37122' '37138' '37148' '37150' '37184' '37186' '37188' '37189'
 '37206' '37207' '37210' '37214' '37216' '37217' '42134']"
37032,Nashville TN,2,2,1.0,9.0,80.71,"['37010' '37015' '37032' '37035' '37036' '37040' '37042' '37043' '37048'
 '37049' '37051' '37052' '37072' '37073' '37075' '37080' '37115' '37138'
 '37142' '37143' '37146' '37148' '37172' '37187' '37188' '37189' '37203'
 '37205' '37206' '37207' '37208' '37209' '37212' '37216' '37218' '42134'
 '42223' '42262']"
37033,Nashville TN,1,1,1.0,16.0,252.81,"['37025' '37029' '37033' '37055' '37062' '37097' '37098' '37101' '37137'
 '37185' '37187' '38401' '38461' '38462' '38474' '38476' '38483']"
37034,Nashville TN,2,2,1.0,7.0,71.62,"['37013' '37018' '37027' '37034' '37037' '37046' '37047' '37060' '37064'
 '37067' '37069' '37086' '37091' '37127' '37128' '37129' '37130' '37135'
 '37144' '37153' '37160' '37167' '37174' '37179' '37180' '37183' '38401'
 '38451']"
37035,Nashville TN,4,4,1.0,5.0,30.12,"['37010' '37015' '37029' '37032' '37035' '37036' '37040' '37042' '37043'
 '37049' '37051' '37052' '37055' '37062' '37072' '37073' '37075' '37080'
 '37115' '37142' '37143' '37146' '37172' '37187' '37188' '37189' '37203'
 '37204' '37205' '37206' '37207' '37208' '37209' '37210' '37212' '37215'
 '37216' '37218' '37220' '37221' '42223' '42262']"
37036,Nashville TN,4,4,1.0,11.0,97.34,"['37010' '37015' '37025' '37029' '37032' '37035' '37036' '37040' '37042'
 '37043' '37051' '37052' '37055' '37062' '37069' '37080' '37098' '37101'
 '37137' '37142' '37143' '37146' '37187' '37189' '37203' '37204' '37205'
 '37207' '37208' '37209' '37212' '37215' '37218' '37221' '38476']"
37037,Nashville TN,4,4,1.0,11.0,74.13,"['37013' '37018' '37026' '37034' '37037' '37046' '37060' '37067' '37085'
 '37086' '37091' '37127' '37128' '37129' '37130' '37135' '37153' '37160'
 '37167' '37180' '37183' '37184' '37190' '37352' '37355' '37357' '37388']"
37040,Nashville TN,20,22,1.1,14.0,92.41,"['37010' '37015' '37032' '37035' '37036' '37040' '37042' '37043' '37051'
 '37052' '37080' '37142' '37146' '37172' '37187' '42223' '42240' '42262']"
37042,Nashville TN,28,41,1.4642857142857142,9.0,60.98,"['37010' '37015' '37032' '37035' '37036' '37040' '37042' '37043' '37051'
 '37052' '37142' '37146' '42223' '42240' '42262']"
37043,Nashville TN,12,16,1.3333333333333333,12.0,112.19,"['37010' '37015' '37032' '37035' '37036' '37040' '37042' '37043' '37051'
 '37052' '37073' '37080' '37142' '37143' '37146' '37172' '37187' '37189'
 '42223' '42240' '42262']"
37046,Nashville TN,2,2,1.0,9.0,69.91,"['37013' '37027' '37034' '37037' '37046' '37060' '37062' '37064' '37067'
 '37069' '37085' '37086' '37091' '37127' '37128' '37129' '37130' '37135'
 '37153' '37160' '37167' '37174' '37179' '37180' '37183' '37203' '37204'
 '37205' '37206' '37208' '37209' '37210' '37211' '37212' '37214' '37215'
 '37217' '37220' '37221' '38401' '38451' '38476']"
37047,Nashville TN,1,1,1.0,7.0,60.85,"['35620' '35739' '35750' '37034' '37047' '37091' '37144' '37160' '37174'
 '37180' '37334' '37352' '38401' '38449' '38451' '38474' '38478' '38483']"
37048,Nashville TN,2,2,1.0,7.0,44.01,"['37010' '37022' '37031' '37032' '37048' '37049' '37066' '37072' '37073'
 '37074' '37075' '37076' '37080' '37087' '37090' '37115' '37122' '37138'
 '37146' '37148' '37172' '37186' '37188' '37189' '37203' '37204' '37205'
 '37206' '37207' '37208' '37209' '37210' '37211' '37212' '37214' '37215'
 '37216' '37217' '37218' '42134']"
37049,Nashville TN,1,1,1.0,5.0,26.43,"['37010' '37015' '37022' '37031' '37032' '37035' '37048' '37049' '37066'
 '37072' '37073' '37075' '37076' '37080' '37115' '37122' '37138' '37146'
 '37148' '37172' '37186' '37188' '37189' '37203' '37206' '37207' '37208'
 '37209' '37210' '37212' '37214' '37216' '37218' '42104' '42134']"
37051,Nashville TN,2,2,1.0,10.0,78.36,"['37010' '37015' '37025' '37029' '37032' '37035' '37036' '37040' '37042'
 '37043' '37051' '37052' '37055' '37062' '37080' '37101' '37137' '37142'
 '37143' '37146' '37185' '37187' '42223' '42262']"
37052,Nashville TN,2,2,1.0,6.0,37.63,"['37010' '37015' '37029' '37032' '37035' '37036' '37040' '37042' '37043'
 '37051' '37052' '37055' '37080' '37101' '37142' '37143' '37146' '37187'
 '42223' '42262']"
37055,Nashville TN,13,15,1.1538461538461537,12.0,203.06,"['37015' '37025' '37029' '37033' '37035' '37036' '37051' '37052' '37055'
 '37062' '37069' '37098' '37101' '37137' '37142' '37143' '37185' '37187'
 '37221' '38476']"
37059,Nashville TN,1,1,1.0,7.0,26.46,"['37012' '37018' '37026' '37030' '37059' '37085' '37087' '37090' '37110'
 '37127' '37129' '37130' '37166' '37184' '37190' '37357' '38501' '38506'
 '38544' '38562' '38581' '38582' '38583' '38587']"
37060,Nashville TN,2,2,1.0,7.0,38.41,"['37013' '37018' '37027' '37034' '37037' '37046' '37060' '37064' '37067'
 '37069' '37085' '37086' '37091' '37127' '37128' '37129' '37130' '37135'
 '37153' '37160' '37167' '37174' '37179' '37180' '37183' '37203' '37204'
 '37205' '37210' '37211' '37212' '37214' '37215' '37217' '37220' '37221'
 '38401' '38451']"
37062,Nashville TN,3,3,1.0,7.0,68.16,"['37013' '37015' '37025' '37027' '37029' '37033' '37035' '37036' '37046'
 '37051' '37055' '37062' '37064' '37067' '37069' '37080' '37098' '37101'
 '37135' '37137' '37143' '37146' '37174' '37179' '37187' '37189' '37203'
 '37204' '37205' '37206' '37207' '37208' '37209' '37210' '37211' '37212'
 '37214' '37215' '37216' '37217' '37218' '37220' '37221' '38401' '38461'
 '38476']"
37064,Nashville TN,13,13,1.0,15.0,178.55,"['37013' '37015' '37025' '37027' '37029' '37034' '37046' '37060' '37062'
 '37064' '37067' '37069' '37076' '37086' '37098' '37115' '37128' '37129'
 '37135' '37138' '37143' '37153' '37167' '37174' '37179' '37180' '37187'
 '37189' '37203' '37204' '37205' '37206' '37207' '37208' '37209' '37210'
 '37211' '37212' '37214' '37215' '37216' '37217' '37218' '37220' '37221'
 '38401' '38451' '38476']"
37066,Nashville TN,16,20,1.25,9.0,114.56,"['37013' '37022' '37030' '37031' '37048' '37049' '37066' '37072' '37073'
 '37074' '37075' '37076' '37080' '37083' '37086' '37087' '37090' '37115'
 '37122' '37138' '37148' '37167' '37172' '37184' '37186' '37188' '37189'
 '37203' '37204' '37205' '37206' '37207' '37208' '37209' '37210' '37211'
 '37212' '37214' '37215' '37216' '37217' '37218' '37220' '42134']"
37067,Nashville TN,10,11,1.1,5.0,31.36,"['37013' '37025' '37027' '37029' '37034' '37037' '37046' '37060' '37062'
 '37064' '37067' '37069' '37075' '37076' '37080' '37085' '37086' '37098'
 '37115' '37122' '37127' '37128' '37129' '37130' '37135' '37138' '37143'
 '37153' '37167' '37174' '37179' '37180' '37187' '37189' '37203' '37204'
 '37205' '37206' '37207' '37208' '37209' '37210' '37211' '37212' '37214'
 '37215' '37216' '37217' '37218' '37220' '37221' '38401' '38476']"
37069,Nashville TN,9,9,1.0,6.0,36.98,"['37013' '37015' '37025' '37027' '37029' '37034' '37036' '37046' '37055'
 '37060' '37062' '37064' '37067' '37069' '37072' '37075' '37076' '37080'
 '37086' '37098' '37115' '37122' '37128' '37129' '37135' '37138' '37143'
 '37146' '37153' '37167' '37174' '37179' '37187' '37189' '37203' '37204'
 '37205' '37206' '37207' '37208' '37209' '37210' '37211' '37212' '37214'
 '37215' '37216' '37217' '37218' '37220' '37221' '38401' '38476']"
37072,Nashville TN,6,6,1.0,9.0,77.88,"['37010' '37013' '37015' '37022' '37027' '37031' '37032' '37035' '37048'
 '37049' '37066' '37069' '37072' '37073' '37075' '37076' '37080' '37086'
 '37087' '37090' '37115' '37122' '37135' '37138' '37143' '37146' '37148'
 '37167' '37172' '37188' '37189' '37203' '37204' '37205' '37206' '37207'
 '37208' '37209' '37210' '37211' '37212' '37214' '37215' '37216' '37217'
 '37218' '37220' '37221' '42134']"
37073,Nashville TN,4,4,1.0,8.0,50.72,"['37010' '37013' '37015' '37022' '37027' '37031' '37032' '37035' '37043'
 '37048' '37049' '37066' '37072' '37073' '37075' '37076' '37080' '37115'
 '37122' '37138' '37143' '37146' '37148' '37172' '37188' '37189' '37203'
 '37204' '37205' '37206' '37207' '37208' '37209' '37210' '37211' '37212'
 '37214' '37215' '37216' '37217' '37218' '37220' '37221' '42134']"
37074,Nashville TN,5,5,1.0,8.0,102.25,"['37012' '37022' '37030' '37031' '37048' '37066' '37074' '37075' '37076'
 '37083' '37087' '37090' '37122' '37138' '37148' '37150' '37184' '37186'
 '37188' '38562']"
37075,Nashville TN,25,30,1.2,9.0,59.37,"['37013' '37015' '37022' '37027' '37031' '37032' '37035' '37048' '37049'
 '37066' '37067' '37069' '37072' '37073' '37074' '37075' '37076' '37080'
 '37086' '37087' '37090' '37115' '37122' '37135' '37138' '37143' '37146'
 '37148' '37167' '37172' '37186' '37188' '37189' '37203' '37204' '37205'
 '37206' '37207' '37208' '37209' '37210' '37211' '37212' '37214' '37215'
 '37216' '37217' '37218' '37220' '37221' '42134']"
37076,Nashville TN,8,9,1.125,7.0,27.31,"['37013' '37015' '37022' '37027' '37031' '37048' '37049' '37064' '37066'
 '37067' '37069' '37072' '37073' '37074' '37075' '37076' '37080' '37085'
 '37086' '37087' '37090' '37115' '37122' '37128' '37129' '37130' '37135'
 '37138' '37143' '37146' '37148' '37153' '37167' '37172' '37184' '37188'
 '37189' '37203' '37204' '37205' '37206' '37207' '37208' '37209' '37210'
 '37211' '37212' '37214' '37215' '37216' '37217' '37218' '37220' '37221']"
37080,Nashville TN,5,5,1.0,6.0,48.95,"['37010' '37013' '37015' '37027' '37029' '37032' '37035' '37036' '37040'
 '37043' '37048' '37049' '37051' '37052' '37062' '37066' '37067' '37069'
 '37072' '37073' '37075' '37076' '37080' '37086' '37115' '37122' '37138'
 '37143' '37146' '37148' '37172' '37187' '37188' '37189' '37203' '37204'
 '37205' '37206' '37207' '37208' '37209' '37210' '37211' '37212' '37214'
 '37215' '37216' '37217' '37218' '37220' '37221']"
37083,Nashville TN,5,5,1.0,12.0,146.74,"['37022' '37030' '37031' '37066' '37074' '37083' '37087' '37148' '37150'
 '37186' '38551' '38562']"
37085,Nashville TN,4,4,1.0,6.0,56.21,"['37012' '37013' '37018' '37026' '37027' '37030' '37031' '37037' '37046'
 '37059' '37060' '37067' '37076' '37085' '37086' '37087' '37090' '37122'
 '37127' '37128' '37129' '37130' '37135' '37138' '37153' '37166' '37167'
 '37180' '37184' '37190' '37204' '37206' '37210' '37211' '37214' '37217'
 '37220']"
37086,Nashville TN,12,12,1.0,6.0,26.1,"['37013' '37027' '37031' '37034' '37037' '37046' '37060' '37064' '37066'
 '37067' '37069' '37072' '37075' '37076' '37080' '37085' '37086' '37087'
 '37090' '37115' '37122' '37127' '37128' '37129' '37130' '37135' '37138'
 '37143' '37153' '37167' '37174' '37179' '37180' '37184' '37189' '37203'
 '37204' '37205' '37206' '37207' '37208' '37209' '37210' '37211' '37212'
 '37214' '37215' '37216' '37217' '37218' '37220' '37221']"
37087,Nashville TN,18,21,1.1666666666666667,14.0,166.08,"['37012' '37013' '37022' '37030' '37031' '37048' '37059' '37066' '37072'
 '37074' '37075' '37076' '37083' '37085' '37086' '37087' '37090' '37115'
 '37122' '37129' '37130' '37135' '37138' '37148' '37167' '37184' '37186'
 '37188' '37189' '37203' '37204' '37206' '37207' '37208' '37210' '37211'
 '37212' '37214' '37216' '37217' '37220']"
37090,Nashville TN,8,10,1.25,12.0,162.94,"['37012' '37013' '37022' '37027' '37030' '37031' '37048' '37059' '37066'
 '37072' '37074' '37075' '37076' '37085' '37086' '37087' '37090' '37115'
 '37122' '37127' '37128' '37129' '37130' '37135' '37138' '37167' '37184'
 '37188' '37189' '37190' '37203' '37204' '37206' '37207' '37208' '37210'
 '37211' '37212' '37214' '37215' '37216' '37217' '37220']"
37091,Nashville TN,4,5,1.25,14.0,207.11,"['37034' '37037' '37046' '37047' '37060' '37091' '37144' '37153' '37160'
 '37174' '37179' '37180' '37183' '37334' '37352' '38401' '38449' '38451'
 '38474' '38478']"
37097,Nashville TN,2,2,1.0,9.0,107.47,"['37033' '37097' '37098' '37101' '37134' '37137' '37185' '38341' '38461'
 '38462']"
37098,Nashville TN,1,1,1.0,7.0,60.09,"['37025' '37029' '37033' '37036' '37055' '37062' '37064' '37067' '37069'
 '37097' '37098' '37101' '37137' '37143' '37174' '37179' '37187' '37205'
 '37221' '38401' '38461' '38462' '38474' '38476']"
37101,Nashville TN,1,1,1.0,15.0,200.22,"['37025' '37029' '37033' '37036' '37051' '37052' '37055' '37062' '37097'
 '37098' '37101' '37134' '37137' '37142' '37185' '37187' '38341' '38476']"
37110,Nashville TN,14,17,1.2142857142857142,16.0,369.64,"['37012' '37018' '37026' '37059' '37110' '37166' '37190' '37301' '37327'
 '37342' '37355' '37357' '38581' '38582' '38583' '38587']"
37115,Nashville TN,10,12,1.2,5.0,21.29,"['37013' '37015' '37022' '37027' '37031' '37032' '37035' '37048' '37049'
 '37064' '37066' '37067' '37069' '37072' '37073' '37075' '37076' '37080'
 '37086' '37087' '37090' '37115' '37122' '37129' '37135' '37138' '37143'
 '37146' '37148' '37167' '37172' '37188' '37189' '37203' '37204' '37205'
 '37206' '37207' '37208' '37209' '37210' '37211' '37212' '37214' '37215'
 '37216' '37217' '37218' '37220' '37221']"
37122,Nashville TN,30,38,1.2666666666666666,12.0,111.94,"['37012' '37013' '37022' '37027' '37031' '37048' '37049' '37066' '37067'
 '37069' '37072' '37073' '37074' '37075' '37076' '37080' '37085' '37086'
 '37087' '37090' '37115' '37122' '37127' '37128' '37129' '37130' '37135'
 '37138' '37143' '37148' '37167' '37184' '37188' '37189' '37203' '37204'
 '37205' '37206' '37207' '37208' '37209' '37210' '37211' '37212' '37214'
 '37215' '37216' '37217' '37218' '37220' '37221']"
37127,Nashville TN,6,6,1.0,6.0,48.5,"['37012' '37013' '37018' '37026' '37027' '37034' '37037' '37046' '37059'
 '37060' '37067' '37085' '37086' '37090' '37122' '37127' '37128' '37129'
 '37130' '37135' '37153' '37160' '37167' '37180' '37183' '37184' '37190'
 '37211' '37217' '37355' '37357']"
37128,Nashville TN,22,26,1.1818181818181819,7.0,54.03,"['37012' '37013' '37018' '37026' '37027' '37034' '37037' '37046' '37060'
 '37064' '37067' '37069' '37076' '37085' '37086' '37090' '37122' '37127'
 '37128' '37129' '37130' '37135' '37153' '37160' '37167' '37174' '37179'
 '37180' '37183' '37184' '37190' '37204' '37210' '37211' '37212' '37214'
 '37215' '37217' '37220' '37355']"
37129,Nashville TN,17,23,1.3529411764705883,10.0,81.64,"['37012' '37013' '37018' '37026' '37027' '37034' '37037' '37046' '37059'
 '37060' '37064' '37067' '37069' '37076' '37085' '37086' '37087' '37090'
 '37115' '37122' '37127' '37128' '37129' '37130' '37135' '37138' '37153'
 '37160' '37167' '37174' '37179' '37180' '37183' '37184' '37190' '37203'
 '37204' '37205' '37206' '37207' '37208' '37209' '37210' '37211' '37212'
 '37214' '37215' '37216' '37217' '37220']"
37130,Nashville TN,17,21,1.2352941176470589,7.0,52.32,"['37012' '37013' '37018' '37026' '37027' '37034' '37037' '37046' '37059'
 '37060' '37067' '37076' '37085' '37086' '37087' '37090' '37122' '37127'
 '37128' '37129' '37130' '37135' '37153' '37160' '37167' '37180' '37183'
 '37184' '37190' '37204' '37210' '37211' '37214' '37217' '37220' '37355']"
37134,Nashville TN,2,2,1.0,5.0,39.07,['37097' '37101' '37134' '37137' '37185' '38341']
37135,Nashville TN,7,7,1.0,5.0,37.45,"['37013' '37027' '37034' '37037' '37046' '37060' '37062' '37064' '37067'
 '37069' '37072' '37075' '37076' '37085' '37086' '37087' '37090' '37115'
 '37122' '37127' '37128' '37129' '37130' '37135' '37138' '37143' '37153'
 '37167' '37174' '37179' '37180' '37189' '37203' '37204' '37205' '37206'
 '37207' '37208' '37209' '37210' '37211' '37212' '37214' '37215' '37216'
 '37217' '37218' '37220' '37221']"
37137,Nashville TN,1,1,1.0,9.0,84.34,"['37025' '37029' '37033' '37036' '37051' '37055' '37062' '37097' '37098'
 '37101' '37134' '37137' '37185' '37187' '38461' '38462' '38474' '38476']"
37138,Nashville TN,13,17,1.3076923076923077,5.0,17.75,"['37013' '37015' '37022' '37027' '37031' '37032' '37048' '37049' '37064'
 '37066' '37067' '37069' '37072' '37073' '37074' '37075' '37076' '37080'
 '37085' '37086' '37087' '37090' '37115' '37122' '37129' '37135' '37138'
 '37143' '37146' '37148' '37167' '37172' '37184' '37188' '37189' '37203'
 '37204' '37205' '37206' '37207' '37208' '37209' '37210' '37211' '37212'
 '37214' '37215' '37216' '37217' '37218' '37220' '37221']"
37142,Nashville TN,2,2,1.0,5.0,36.58,"['37010' '37015' '37029' '37032' '37035' '37036' '37040' '37042' '37043'
 '37051' '37052' '37055' '37101' '37142' '37146' '37185' '37187' '42223'
 '42262']"
